설립일자,시도,업종코드_10차_변형,기업수
2020,충남,사업시설 관리 및 조경 서비스업,12
2020,충남,사회복지 서비스업,5
2020,충남,섬유제품 제조업; 의복 제외,6
2020,충남,소매업; 자동차 제외,74
2020,충남,숙박업,2
2020,충남,스포츠 및 오락관련 서비스업,6
2020,충남,식료품 제조업,50
2020,충남,어업,1
2020,충남,연구개발업,6
2020,충남,영상ㆍ오디오 기록물 제작 및 배급업,13
2020,충남,우편 및 통신업,1
2020,충남,육상 운송 및 파이프라인 운송업,32
2020,충남,음료 제조업,2
2020,충남,음식점 및 주점업,16
2020,충남,"의료, 정밀, 광학 기기 및 시계 제조업",7
2020,충남,의료용 물질 및 의약품 제조업,14
2020,충남,"의복, 의복 액세서리 및 모피제품 제조업",6
2020,충남,인쇄 및 기록매체 복제업,1
2020,충남,임대업; 부동산 제외,17
2020,충남,임업,4
2020,충남,자동차 및 부품 판매업,6
2020,충남,자동차 및 트레일러 제조업,21
2020,충남,"전기, 가스, 증기 및 공기 조절 공급업",17
2020,충남,전기장비 제조업,3
2020,충남,전문 서비스업,111
2020,충남,전문직별 공사업,53
2020,충남,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",26
2020,충남,정보서비스업,8
2020,충남,종합 건설업,31
2020,충남,창고 및 운송관련 서비스업,7
2020,충남,"창작, 예술 및 여가관련 서비스업",3
2020,충남,출판업,41
2020,충남,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",3
2020,충남,"펄프, 종이 및 종이제품 제조업",3
2020,충남,"폐기물 수집, 운반, 처리 및 원료 재생업",11
2020,충남,"하수, 폐수 및 분뇨 처리업",1
2020,충남,항공 운송업,1
2020,충남,협회 및 단체,16
2020,충남,화학 물질 및 화학제품 제조업; 의약품 제외,12
2020,충북,1차 금속 제조업,7
2020,충북,가구 제조업,1
2020,충북,개인 및 소비용품 수리업,3
2020,충북,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",6
2020,충북,고무 및 플라스틱제품 제조업,11
2020,충북,교육 서비스업,8
2020,충북,금속 가공제품 제조업; 기계 및 가구 제외,17
2020,충북,금속 광업,1
2020,충북,금융 및 보험관련 서비스업,3
2020,충북,금융업,2
2020,충북,기타 개인 서비스업,1
2020,충북,기타 기계 및 장비 제조업,15
2020,충북,기타 운송장비 제조업,1
2020,충북,"기타 전문, 과학 및 기술 서비스업",5
2020,충북,기타 제품 제조업,14
2020,충북,농업,40
2020,충북,도매 및 상품 중개업,114
2020,충북,목재 및 나무제품 제조업; 가구 제외,3
2020,충북,보건업,1
2020,충북,부동산업,89
2020,충북,비금속 광물제품 제조업,8
2020,충북,비금속광물 광업; 연료용 제외,1
2020,충북,사업 지원 서비스업,20
2020,충북,사업시설 관리 및 조경 서비스업,5
2020,충북,사회복지 서비스업,1
2020,충북,섬유제품 제조업; 의복 제외,2
2020,충북,소매업; 자동차 제외,41
2020,충북,숙박업,3
2020,충북,스포츠 및 오락관련 서비스업,5
2020,충북,식료품 제조업,33
2020,충북,연구개발업,3
2020,충북,영상ㆍ오디오 기록물 제작 및 배급업,5
2020,충북,우편 및 통신업,2
2020,충북,육상 운송 및 파이프라인 운송업,12
2020,충북,음식점 및 주점업,10
2020,충북,"의료, 정밀, 광학 기기 및 시계 제조업",3
2020,충북,의료용 물질 및 의약품 제조업,12
2020,충북,"의복, 의복 액세서리 및 모피제품 제조업",4
2020,충북,인쇄 및 기록매체 복제업,1
2020,충북,임대업; 부동산 제외,6
2020,충북,임업,4
2020,충북,자동차 및 부품 판매업,7
2020,충북,자동차 및 트레일러 제조업,7
2020,충북,"전기, 가스, 증기 및 공기 조절 공급업",18
2020,충북,전기장비 제조업,7
2020,충북,전문 서비스업,35
2020,충북,전문직별 공사업,47
2020,충북,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",11
2020,충북,정보서비스업,6
2020,충북,종합 건설업,31
2020,충북,창고 및 운송관련 서비스업,8
2020,충북,"창작, 예술 및 여가관련 서비스업",1
2020,충북,출판업,22
2020,충북,"펄프, 종이 및 종이제품 제조업",3
2020,충북,"폐기물 수집, 운반, 처리 및 원료 재생업",5
2020,충북,협회 및 단체,11
2020,충북,화학 물질 및 화학제품 제조업; 의약품 제외,16
